life,arm,sleep,prev_sleep,n_new_items,n_thinking_new,n_new_notes,unknown_share,G_rate,N_rate,N_none_share,F_rate,D_rate,P_rate,T_top_template_share,T_near_dup_share,admission_hi,admission_lo,articulation_hi,articulation_lo,life_admission_hi_so_far,life_admission_lo_so_far,final_corpus_thinking_items,final_corpus_survive_share,top_reasons,top_template
R2_B_seed2,R2,0352,0320,44,40,78,0.0,0.0,0.0,0.9615384615384616,0.0,0.7051282051282052,0.0,0.15384615384615385,0.7692307692307693,0.0,0.0,0.0,0.0,0.00303951367781155,0.00303951367781155,,,no-content=35; no-result-number=34; prediction-only=6; result-numbers-unmatched=2; no-pass-run-here=1,initial expectation is <NUM> reduction will observe outcome and form new theory based on reality
R2_B_seed2,R2,0384,0352,46,40,72,0.0,0.0,0.0,0.9444444444444444,0.0,0.6805555555555556,0.013888888888888888,0.19444444444444445,0.7361111111111112,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0027397260273972603,,,no-content=41; no-result-number=20; prediction-only=6; no-pass-run-here=4; practice-only=1,initial expectation is <NUM> reduction will observe outcome and form new theory based on this
R2_B_seed2,R2,0416,0384,44,37,71,0.0,0.0,0.0,0.9014084507042254,0.0,0.49295774647887325,0.0,0.14084507042253522,0.5633802816901409,0.0,0.0,0.0,0.0,0.0024968789013732834,0.0024968789013732834,,,no-content=24; prediction-only=23; no-result-number=16; no-pass-run-here=5; result-numbers-unmatched=3,initial expectation is <NUM> reduction will observe outcome and form new theory based on reality
R2_B_seed2,R2,0448,0416,46,40,77,0.0,0.012987012987012988,0.2,0.935064935064935,0.0,0.4675324675324675,0.0,0.12987012987012986,0.5584415584415584,0.012987012987012988,0.012987012987012988,0.0,0.0,0.003416856492027335,0.003416856492027335,,,no-content=32; prediction-only=31; no-result-number=9; no-pass-run-here=4,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction will observe outcome and form new theory based on reality
R2_B_seed2,R2,0480,0448,40,39,57,0.0,0.017543859649122806,0.2,0.9122807017543859,0.0,0.3157894736842105,0.017543859649122806,0.10526315789473684,0.3684210526315789,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0042780748663101605,0.0042780748663101605,,,prediction-only=28; no-content=15; no-result-number=8; result-numbers-unmatched=2; no-pass-run-here=2,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction will observe outcome and form new theory based on reality
R2_B_seed2,R2,0512,0480,47,40,59,0.0,0.0,0.0,0.9661016949152542,0.0,0.23728813559322035,0.1016949152542373,0.11864406779661017,0.3559322033898305,0.0,0.0,0.0,0.0,0.004024144869215292,0.004024144869215292,,,prediction-only=34; no-content=12; practice-only=6; no-result-number=5; no-pass-run-here=2,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction will observe outcome and form new theory based on reality
R2_B_seed2,R2,0544,0512,36,36,38,0.0,0.05263157894736842,0.5,0.8947368421052632,0.0,0.34210526315789475,0.07894736842105263,0.15789473684210525,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.0,0.0,0.005813953488372093,0.005813953488372093,,,prediction-only=25; no-content=5; practice-only=3; result-numbers-unmatched=2; no-result-number=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0576,0544,39,39,34,0.0,0.0,0.0,0.9705882352941176,0.0,0.17647058823529413,0.08823529411764706,0.058823529411764705,0.3235294117647059,0.0,0.0,0.0,0.0,0.005628517823639775,0.005628517823639775,,,prediction-only=20; no-content=7; practice-only=3; no-result-number=3; no-pass-run-here=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction form new expectation test learn move to next program recall predict act note do
R2_B_seed2,R2,0608,0576,34,30,32,0.0,0.0,0.0,0.96875,0.0,0.21875,0.09375,0.0625,0.4375,0.0,0.0,0.0,0.0,0.00546448087431694,0.00546448087431694,,,prediction-only=17; no-result-number=6; no-content=5; practice-only=3; result-numbers-unmatched=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction form new theory based on outcome write down reality and learn from it
R2_B_seed2,R2,0640,0608,41,37,48,0.0,0.0,0.0,0.9375,0.0,0.2916666666666667,0.08333333333333333,0.14583333333333334,0.375,0.0,0.0,0.0,0.0,0.005235602094240838,0.005235602094240838,,,prediction-only=22; no-content=16; practice-only=4; no-result-number=3; no-pass-run-here=3,initial passes on new program expect <NUM> reduction
R2_B_seed2,R2,0672,0640,42,32,38,0.0,0.0,0.0,0.9473684210526316,0.0,0.3157894736842105,0.0,0.10526315789473684,0.3684210526315789,0.0,0.0,0.0,0.0,0.005067567567567568,0.005067567567567568,,,prediction-only=15; no-content=11; no-result-number=10; result-numbers-unmatched=2,initial passes <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0704,0672,49,35,66,0.0,0.0,0.0,0.9696969696969697,0.0,0.5757575757575758,0.045454545454545456,0.3484848484848485,0.696969696969697,0.0,0.0,0.0,0.0,0.0048,0.0048,,,prediction-only=51; no-result-number=6; no-content=4; practice-only=3; result-numbers-unmatched=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0736,0704,32,32,57,0.0,0.0,,1.0,0.0,0.6491228070175439,0.05263157894736842,0.2982456140350877,0.7192982456140351,0.0,0.0,0.0,0.0,0.0045906656465187455,0.0045906656465187455,,,prediction-only=45; no-result-number=6; practice-only=3; no-content=3,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0768,0736,31,31,63,0.0,0.0,,1.0,0.0,0.6984126984126984,0.031746031746031744,0.2698412698412698,0.7777777777777778,0.0,0.0,0.0,0.0,0.004379562043795621,0.004379562043795621,,,prediction-only=57; no-result-number=4; practice-only=2,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0800,0768,51,29,59,0.0,0.0,,1.0,0.0,0.6949152542372882,0.01694915254237288,0.3220338983050847,0.7627118644067796,0.0,0.0,0.0,0.0,0.004198740377886634,0.004198740377886634,,,prediction-only=54; no-result-number=4; practice-only=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0832,0800,29,26,28,0.0,0.0,,1.0,0.0,0.5714285714285714,0.0,0.39285714285714285,0.6071428571428571,0.0,0.0,0.0,0.0,0.004118050789293068,0.004118050789293068,,,prediction-only=22; no-content=5; no-result-number=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0864,0832,25,24,25,0.0,0.0,,1.0,0.0,0.56,0.04,0.32,0.56,0.0,0.0,0.0,0.0,0.004048582995951417,0.004048582995951417,,,prediction-only=17; no-result-number=4; no-content=3; practice-only=1,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0896,0864,43,33,40,0.0,0.0,0.0,0.9,0.0,0.3,0.075,0.075,0.325,0.0,0.0,0.0,0.0,0.003942181340341655,0.003942181340341655,,,prediction-only=17; no-content=12; no-result-number=5; practice-only=3; result-numbers-unmatched=2,initial passes on new program <PASS> <PASS> <PASS> <PASS> expect <NUM> <NUM> reduction
R2_B_seed2,R2,0928,0896,25,24,12,0.0,0.0,,1.0,0.0,0.25,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.003911342894393742,0.003911342894393742,,,prediction-only=9; no-content=2; practice-only=1,initial passes <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,0960,0928,36,28,38,0.0,0.0,0.0,0.8947368421052632,0.0,0.2631578947368421,0.0,0.05263157894736842,0.2894736842105263,0.0,0.0,0.0,0.0,0.003816793893129771,0.003816793893129771,,,no-content=14; prediction-only=13; no-result-number=7; result-numbers-unmatched=2; no-pass-run-here=2,initial passes consistently reduce instru
R2_B_seed2,R2,0992,0960,29,23,39,0.0,0.0,,1.0,0.0,0.6923076923076923,0.02564102564102564,0.3333333333333333,0.8205128205128205,0.0,0.0,0.0,0.0,0.0037243947858473,0.0037243947858473,,,prediction-only=37; practice-only=1; no-content=1,initial passes <PASS> <PASS> <PASS> <PASS> expect <NUM> reduction
R2_B_seed2,R2,1024,0992,30,24,23,0.0,0.0,,1.0,0.0,0.21739130434782608,0.0,0.08695652173913043,0.21739130434782608,0.0,0.0,0.0,0.0,0.0036719706242350062,0.0036719706242350062,1052,0.005703422053231939,no-content=8; prediction-only=8; no-result-number=7,initial passes <PASS> <PASS> <PASS> <PASS>
R2_B_seed3,R2,0032,,115,36,15,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=12; no-result-number=2; no-pass-run-here=1,initial guess is that these passes will help by reducing register pressure and improving loop optimization which are common bottlenecks in bitcount operations
R2_B_seed3,R2,0064,0032,114,35,45,0.0,0.044444444444444446,0.8,0.8888888888888888,0.0,0.26666666666666666,0.044444444444444446,0.2222222222222222,0.26666666666666666,0.022222222222222223,0.022222222222222223,0.0,0.0,0.016666666666666666,0.016666666666666666,,,no-content=20; no-result-number=18; no-pass-run-here=3; practice-only=2; duplicate=1,initial passes <PASS> <PASS> <PASS> <PASS>
R2_B_seed3,R2,0096,0064,56,12,25,0.0,0.0,,1.0,0.0,0.2,0.0,0.08,0.2,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,,,no-content=21; no-result-number=4,strong sensation of rote behavior need to introduce new theories to break streak and learn
R2_B_seed3,R2,0128,0096,42,15,47,0.0,0.0,0.5,0.9574468085106383,0.0,0.2553191489361702,0.0,0.0851063829787234,0.2978723404255319,0.0,0.0,0.0,0.0,0.007575757575757576,0.007575757575757576,,,no-content=33; no-result-number=10; prediction-only=2; no-pass-run-here=2,repeating known successful sequence initial expectation is moderate
R2_B_seed3,R2,0160,0128,99,37,85,0.0,0.011764705882352941,1.0,0.9882352941176471,0.0,0.21176470588235294,0.023529411764705882,0.08235294117647059,0.21176470588235294,0.011764705882352941,0.011764705882352941,0.0,0.0,0.009216589861751152,0.009216589861751152,,,no-content=45; no-result-number=32; prediction-only=5; practice-only=2,initial passes <PASS> <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed3,R2,0192,0160,77,41,106,0.0,0.0,0.0,0.9622641509433962,0.0,0.32075471698113206,0.009433962264150943,0.1320754716981132,0.33962264150943394,0.0,0.0,0.0,0.0,0.006191950464396285,0.006191950464396285,,,no-content=83; no-result-number=13; no-pass-run-here=5; prediction-only=4; practice-only=1,initial passes based on past success will monitor if they provide similar reduction
R2_B_seed3,R2,0224,0192,50,41,100,0.0,0.01,1.0,0.99,0.0,0.36,0.02,0.16,0.38,0.01,0.01,0.0,0.0,0.0070921985815602835,0.0070921985815602835,,,no-content=72; no-result-number=16; prediction-only=9; practice-only=2,initial passes based on past success will observe if they provide similar reduction
R2_B_seed3,R2,0256,0224,54,41,85,0.0,0.0,0.0,0.8941176470588236,0.0,0.4,0.011764705882352941,0.08235294117647059,0.43529411764705883,0.0,0.0,0.0,0.0,0.005905511811023622,0.005905511811023622,,,no-content=54; no-result-number=12; prediction-only=9; no-pass-run-here=6; result-numbers-unmatched=3,initial passes based on past success will monitor if they provide similar reduction
R2_B_seed3,R2,0288,0256,60,44,98,0.0,0.0,0.0,0.9897959183673469,0.0,0.35714285714285715,0.0,0.07142857142857142,0.37755102040816324,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0049504950495049506,,,no-content=53; prediction-only=29; no-result-number=15; result-numbers-unmatched=1,initial passes based on past success will observe if they provide similar reduction
R2_B_seed3,R2,0320,0288,57,42,87,0.0,0.0,0.0,0.9540229885057472,0.0,0.4367816091954023,0.011494252873563218,0.21839080459770116,0.45977011494252873,0.0,0.0,0.0,0.0,0.004329004329004329,0.004329004329004329,,,no-content=51; no-result-number=17; prediction-only=14; no-pass-run-here=3; result-numbers-unmatched=1,initial passes based on past success will observe if they provide similar reduction
R2_B_seed3,R2,0352,0320,61,41,83,0.0,0.0,0.0,0.9879518072289156,0.0,0.5301204819277109,0.0,0.1566265060240964,0.5783132530120482,0.0,0.0,0.0,0.0,0.003865979381443299,0.003865979381443299,,,no-content=38; prediction-only=25; no-result-number=19; no-pass-run-here=1,initial passes <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction based on past success
R2_B_seed3,R2,0384,0352,53,40,80,0.0,0.0,,1.0,0.0,0.575,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0035046728971962616,0.0035046728971962616,,,prediction-only=33; no-content=30; no-result-number=17,initial passes <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> expect <NUM>-<NUM> reduction based on past success
R2_B_seed3,R2,0416,0384,34,32,65,0.0,0.0,,1.0,0.0,0.7230769230769231,0.0,0.3230769230769231,0.7538461538461538,0.0,0.0,0.0,0.0,0.003257328990228013,0.003257328990228013,,,no-content=42; prediction-only=18; no-result-number=5,initial expectation consistent <NUM>-<NUM> reduction with top passes will track if this holds
R2_B_seed3,R2,0448,0416,34,30,61,0.0,0.0,,1.0,0.0,0.5901639344262295,0.0,0.2786885245901639,0.5901639344262295,0.0,0.0,0.0,0.0,0.003054989816700611,0.003054989816700611,,,no-content=31; prediction-only=20; no-result-number=10,initial expectation consistent <NUM>-<NUM> reduction with top passes will track if this holds
R2_B_seed3,R2,0480,0448,30,26,53,0.0,0.0,,1.0,0.0,0.5283018867924528,0.0,0.11320754716981132,0.5283018867924528,0.0,0.0,0.0,0.0,0.002898550724637681,0.002898550724637681,,,no-content=34; prediction-only=14; no-result-number=5,initial expectation consistent <NUM>-<NUM> reduction with top passes will track if this holds
R2_B_seed3,R2,0512,0480,34,29,59,0.0,0.01694915254237288,1.0,0.9830508474576272,0.0,0.4576271186440678,0.0,0.11864406779661017,0.5423728813559322,0.01694915254237288,0.01694915254237288,0.0,0.0,0.003656307129798903,0.003656307129798903,,,no-content=30; prediction-only=20; no-result-number=8,initial expectation consistent <NUM>-<NUM> reduction with top passes will track if this holds
R2_B_seed3,R2,0544,0512,23,20,40,0.0,0.0,,1.0,0.0,0.4,0.05,0.075,0.475,0.0,0.0,0.0,0.0,0.003527336860670194,0.003527336860670194,,,no-content=21; prediction-only=11; no-result-number=6; practice-only=2,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0576,0544,24,18,38,0.0,0.0,,1.0,0.0,0.5789473684210527,0.0,0.3684210526315789,0.6578947368421053,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0034129692832764505,,,no-content=19; prediction-only=14; no-result-number=5,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0608,0576,31,22,43,0.0,0.0,1.0,0.9767441860465116,0.0,0.6511627906976745,0.0,0.32558139534883723,0.7441860465116279,0.0,0.0,0.0,0.0,0.0032921810699588477,0.0032921810699588477,,,no-content=25; prediction-only=14; no-result-number=3; no-pass-run-here=1,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0640,0608,42,20,29,0.0,0.0,,1.0,0.0,0.6551724137931034,0.0,0.3103448275862069,0.8275862068965517,0.0,0.0,0.0,0.0,0.003215434083601286,0.003215434083601286,,,no-content=15; prediction-only=14,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0672,0640,28,17,31,0.0,0.0,,1.0,0.0,0.6774193548387096,0.0,0.16129032258064516,0.8709677419354839,0.0,0.0,0.0,0.0,0.003137254901960784,0.003137254901960784,,,prediction-only=20; no-content=11,ini
R2_B_seed3,R2,0704,0672,18,11,12,0.0,0.0,0.0,0.9166666666666666,0.0,0.5,0.0,0.25,0.5833333333333334,0.0,0.0,0.0,0.0,0.003108003108003108,0.003108003108003108,,,no-content=8; prediction-only=3; result-numbers-unmatched=1,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0736,0704,15,8,6,0.0,0.0,,1.0,0.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0030935808197989174,0.0030935808197989174,,,no-content=4; prediction-only=2,initial expectation consistent <NUM>-<NUM> reduction with top passes will <PASS> <PASS> <PASS> <PASS> <PASS> -dc
R2_B_seed3,R2,0768,0736,6,3,3,0.0,0.0,,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0030864197530864196,,,no-content=3,initial thought reapply top passes to new program expect consistent reduction
R2_B_seed3,R2,0800,0768,15,10,7,0.0,0.0,,1.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0030698388334612432,0.0030698388334612432,,,no-content=4; prediction-only=3,initial expe
R2_B_seed3,R2,0832,0800,6,1,2,0.0,0.0,,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0030651340996168583,0.0030651340996168583,,,prediction-only=2,initial expectation consistent <NUM>-<NUM> reduction with top passes will benchmark <PASS> <PASS> <PASS> <PASS> <PASS>
R2_B_seed3,R2,0864,0832,4,3,2,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.00306044376434583,0.00306044376434583,,,result-numbers-unmatched=1; no-content=1,initial expectation consistent <NUM> <NUM> reduction with top passes will <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <PASS> <P
R2_B_seed3,R2,0896,0864,3,2,3,0.0,0.0,,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0030534351145038168,0.0030534351145038168,,,no-content=3,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this tre
R2_B_seed3,R2,0928,0896,15,7,9,0.0,0.0,,1.0,0.0,0.7777777777777778,0.0,0.4444444444444444,0.7777777777777778,0.0,0.0,0.0,0.0,0.003032600454890068,0.003032600454890068,,,no-content=8; prediction-only=1,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0960,0928,6,3,4,0.0,0.0,,1.0,0.0,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0030234315948601664,0.0030234315948601664,,,no-content=4,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,0992,0960,16,14,12,0.0,0.0,0.0,0.9166666666666666,0.0,0.6666666666666666,0.0,0.4166666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.00299625468164794,0.00299625468164794,,,no-content=8; prediction-only=2; no-result-number=1; no-pass-run-here=1,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed3,R2,1024,0992,12,11,13,0.0,0.0,,1.0,0.0,0.46153846153846156,0.0,0.3076923076923077,0.7692307692307693,0.0,0.0,0.0,0.0,0.002967359050445104,0.002967359050445104,712,0.0056179775280898875,no-content=13,initial expectation consistent <NUM>-<NUM> reduction with top passes will follow this trend
R2_B_seed4,R2,0032,,125,37,26,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=17; no-result-number=5; no-pass-run-here=2; result-numbers-unmatched=2,often benefits from early register allocation and loop optimizations i will start with aggressive register allocation and see if
R2_B_seed4,R2,0064,0032,128,39,50,0.0,0.08,0.7272727272727273,0.78,0.0,0.04,0.02,0.04,0.04,0.08,0.08,0.0,0.0,0.05263157894736842,0.05263157894736842,,,no-content=20; no-result-number=17; no-pass-run-here=5; not-adjacent=2; practice-only=1,added <PASS> to see if it can provide a boost outcome instructions <NUM> <NUM> <NUM> <NUM> reduction score <NUM> <NUM>
R2_B_seed4,R2,0096,0064,53,16,45,0.0,0.0,0.0,0.9333333333333333,0.0,0.3333333333333333,0.044444444444444446,0.08888888888888889,0.35555555555555557,0.0,0.0,0.0,0.0,0.03305785123966942,0.03305785123966942,,,no-result-number=24; no-content=13; no-pass-run-here=4; practice-only=2; prediction-only=2,starting with the effective strategy <PASS> <PASS> <PASS> <PASS> will observe the outcome to confirm if it applies well to new benchmarks
R2_B_seed4,R2,0128,0096,21,13,35,0.0,0.05714285714285714,1.0,0.8857142857142857,0.0,0.3142857142857143,0.08571428571428572,0.14285714285714285,0.37142857142857144,0.05714285714285714,0.05714285714285714,0.0,0.0,0.038461538461538464,0.038461538461538464,,,no-result-number=26; no-content=4; practice-only=3,initial passes <PASS> <PASS> <PASS> <PASS> expecting consistent reduction based on past experience will apply and observe the outcome
R2_B_seed4,R2,0160,0128,39,33,77,0.0,0.0,0.5,0.974025974025974,0.0,0.23376623376623376,0.18181818181818182,0.03896103896103896,0.24675324675324675,0.0,0.0,0.0,0.0,0.02575107296137339,0.02575107296137339,,,no-result-number=28; prediction-only=23; practice-only=14; no-content=10; result-numbers-unmatched=1,starting with expecting <PASS> <PASS> <PASS> <PASS> to yield a consistent reduction will observe the outcome and adjust if necessary
R2_B_seed4,R2,0192,0160,61,42,94,0.0,0.02127659574468085,0.2,0.8936170212765957,0.0,0.18085106382978725,0.11702127659574468,0.031914893617021274,0.20212765957446807,0.02127659574468085,0.02127659574468085,0.0,0.0,0.024464831804281346,0.024464831804281346,,,prediction-only=38; no-result-number=31; practice-only=11; no-content=6; result-numbers-unmatched=6,initial passes <PASS> <PASS> <PASS> <PASS> expect <NUM> <NUM> reduction will observe outcome to validate prediction
R2_B_seed4,R2,0224,0192,38,35,84,0.0,0.0,0.0,0.9642857142857143,0.0,0.2261904761904762,0.023809523809523808,0.14285714285714285,0.2261904761904762,0.0,0.0,0.0,0.0,0.019464720194647202,0.019464720194647202,,,prediction-only=53; no-result-number=18; no-content=8; result-numbers-unmatched=3; practice-only=2,forming initial expectation <PASS> <PASS> <PASS> <PASS> will yield <NUM>-<NUM> reduction will start with these passes and observe the outcome
R2_B_seed4,R2,0256,0224,52,40,93,0.0,0.06451612903225806,0.2,0.6774193548387097,0.0,0.3118279569892473,0.0,0.07526881720430108,0.34408602150537637,0.043010752688172046,0.043010752688172046,0.0,0.0,0.023809523809523808,0.023809523809523808,,,prediction-only=48; result-numbers-unmatched=24; no-result-number=11; no-content=4; duplicate=2,forming initial expectation <PASS> <PASS> <PASS> <PASS> will yield <NUM> <NUM> reduction will start with these passes and observe the outcome
R2_B_seed4,R2,0288,0256,40,36,81,0.0,0.0,0.0,0.9876543209876543,0.0,0.2222222222222222,0.0,0.09876543209876543,0.24691358024691357,0.0,0.0,0.0,0.0,0.020512820512820513,0.020512820512820513,,,prediction-only=70; no-result-number=6; no-content=4; result-numbers-unmatched=1,forming initial expectation <PASS> <PASS> <PASS> <PASS> will yield <NUM>-<NUM> reduction will start with these passes and observe the outcome
R2_B_seed4,R2,0320,0288,47,42,95,0.0,0.010526315789473684,0.0625,0.8315789473684211,0.0,0.18947368421052632,0.0,0.042105263157894736,0.22105263157894736,0.010526315789473684,0.010526315789473684,0.0,0.0,0.01911764705882353,0.01911764705882353,,,prediction-only=66; result-numbers-unmatched=15; no-result-number=9; no-content=4,starting with expecting <PASS> <PASS> <PASS> <PASS> to provide <NUM>-<NUM> reduction will avoid <PASS> <PASS> <PASS> unless proven necessary forming initial exp
R2_B_seed4,R2,0352,0320,36,33,74,0.0,0.0,0.0,0.9864864864864865,0.0,0.1891891891891892,0.0,0.06756756756756757,0.24324324324324326,0.0,0.0,0.0,0.0,0.017241379310344827,0.017241379310344827,,,prediction-only=65; no-result-number=4; no-content=3; result-numbers-unmatched=1; no-pass-run-here=1,forming initial expectation <PASS> <PASS> <PASS> <PASS> <NUM>-<NUM> reduction will start with these and observe the outcome
