life,arm,sleep,prev_sleep,n_new_items,n_thinking_new,n_new_notes,unknown_share,G_rate,N_rate,N_none_share,F_rate,D_rate,P_rate,T_top_template_share,T_near_dup_share,admission_hi,admission_lo,articulation_hi,articulation_lo,life_admission_hi_so_far,life_admission_lo_so_far,final_corpus_thinking_items,final_corpus_survive_share,top_reasons,top_template
R2_B_seed0,R2,0608,0576,36,36,61,0.0,0.0,0.047619047619047616,0.6557377049180328,0.0,0.639344262295082,0.14754098360655737,0.29508196721311475,0.6557377049180327,0.0,0.0,0.0,0.0,0.001841620626151013,0.001841620626151013,,,no-content=29; no-pass-run-here=19; practice-only=9; no-result-number=3; result-numbers-unmatched=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0640,0608,34,33,52,0.0,0.0,0.15384615384615385,0.75,0.0,0.6346153846153846,0.25,0.4807692307692308,0.6730769230769231,0.0,0.0,0.0,0.0,0.0017574692442882249,0.0017574692442882249,,,no-content=27; practice-only=13; no-pass-run-here=10; no-result-number=1; result-numbers-unmatched=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0672,0640,30,28,38,0.0,0.0,0.0,0.736842105263158,0.0,0.6578947368421053,0.18421052631578946,0.4473684210526316,0.7631578947368421,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0017006802721088435,,,no-content=19; no-pass-run-here=10; practice-only=7; no-result-number=2,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0704,0672,22,21,23,0.0,0.0,0.2857142857142857,0.6956521739130435,0.0,0.391304347826087,0.5652173913043478,0.17391304347826086,0.4782608695652174,0.0,0.0,0.0,0.0,0.0016680567139282735,0.0016680567139282735,,,practice-only=13; no-pass-run-here=5; no-content=4; no-result-number=1,initial expectation <NUM> reduction will compare outcome to prediction to learn
R2_B_seed0,R2,0736,0704,24,24,29,0.0,0.0,0.3333333333333333,0.896551724137931,0.0,0.5517241379310345,0.4482758620689655,0.27586206896551724,0.6206896551724138,0.0,0.0,0.0,0.0,0.0016286644951140066,0.0016286644951140066,,,practice-only=13; no-content=11; no-pass-run-here=3; no-result-number=2,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0768,0736,26,24,28,0.0,0.0,0.3333333333333333,0.8928571428571429,0.0,0.7857142857142857,0.17857142857142858,0.6785714285714286,0.8928571428571429,0.0,0.0,0.0,0.0,0.0015923566878980893,0.0015923566878980893,,,no-content=20; practice-only=5; no-pass-run-here=2; no-result-number=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0800,0768,30,27,31,0.0,0.0,0.3333333333333333,0.8064516129032258,0.0,0.7096774193548387,0.25806451612903225,0.41935483870967744,0.7741935483870968,0.0,0.0,0.0,0.0,0.001554001554001554,0.001554001554001554,,,no-content=15; practice-only=8; no-pass-run-here=6; no-result-number=2,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0832,0800,18,18,15,0.0,0.0,,1.0,0.0,0.8666666666666667,0.3333333333333333,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.0015360983102918587,0.0015360983102918587,,,no-content=8; practice-only=5; no-result-number=2,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0864,0832,17,14,16,0.0,0.0,0.75,0.75,0.0,0.8125,0.0625,0.5625,0.875,0.0,0.0,0.0,0.0,0.0015174506828528073,0.0015174506828528073,,,no-content=9; no-pass-run-here=4; no-result-number=2; practice-only=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0896,0864,13,12,2,0.0,0.0,,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0015151515151515152,0.0015151515151515152,,,no-content=1; practice-only=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0928,0896,23,22,9,0.0,0.0,0.0,0.8888888888888888,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0015048908954100827,0.0015048908954100827,,,no-content=4; practice-only=3; no-result-number=1; no-pass-run-here=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0960,0928,14,14,8,0.0,0.0,,1.0,0.0,0.5,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0014958863126402393,0.0014958863126402393,,,no-content=5; practice-only=2; no-result-number=1,initial expectation vs reality learning from surprises
R2_B_seed0,R2,0992,0960,24,23,5,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0014903129657228018,0.0014903129657228018,,,no-content=5,initial expectation vs reality learning from surprises
R2_B_seed0,R2,1024,0992,13,13,1,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0014892032762472078,0.0014892032762472078,845,0.002366863905325444,no-result-number=1,initial expectation vs reality learning from surprises open surprises initial expectation vs reality learning from surprises theory initial passes <PASS> <PASS>
R2_B_seed1,R2,0032,,120,37,17,0.0,0.0,,1.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=14; no-result-number=3,initial passes chosen
R2_B_seed1,R2,0064,0032,106,34,37,0.0,0.0,0.0,0.9189189189189189,0.0,0.0,0.13513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-result-number=16; no-content=11; practice-only=5; result-numbers-unmatched=2; prediction-only=2,initial passes <PASS> <PASS> <PASS> <PASS> these are known to be effective and will provide a solid baseline reduction
R2_B_seed1,R2,0096,0064,53,16,32,0.0,0.0,,1.0,0.0,0.25,0.1875,0.0625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=17; no-result-number=9; practice-only=6,initial passes to apply based on past success will measure outcome and form new expectations accordingly
R2_B_seed1,R2,0128,0096,14,2,3,0.0,0.0,,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,no-result-number=3,initial passes are <PASS> <PASS> <PASS> <PASS> these have shown consistent improvements across benchmarks will apply and observe outcome
R2_B_seed1,R2,0160,0128,74,31,55,0.0,0.0,0.0,0.9636363636363636,0.0,0.14545454545454545,0.34545454545454546,0.03636363636363636,0.16363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=19; no-content=18; no-result-number=17; prediction-only=1,initial expectation is high despite unknowns core passes are proven effective will apply <PASS> <PASS> <PASS> <PASS> <PASS> and observe outcome
R2_B_seed1,R2,0192,0160,100,34,68,0.0,0.0,0.0,0.9558823529411765,0.0,0.029411764705882353,0.6176470588235294,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=42; no-result-number=13; no-content=12; no-pass-run-here=1,initial passes to apply <PASS> <PASS> <PASS> <PASS> formed expectation and will observe outcome this is a new program so i should be cautious and
R2_B_seed1,R2,0224,0192,46,37,73,0.0,0.0,0.1111111111111111,0.8767123287671232,0.0,0.2602739726027397,0.6027397260273972,0.1095890410958904,0.273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=44; no-result-number=12; no-content=12; no-pass-run-here=3; result-numbers-unmatched=2,formed expectation will apply <PASS> <PASS> <PASS> <PASS> <PASS> and observe outcome reality will teach me
R2_B_seed1,R2,0256,0224,39,35,70,0.0,0.0,0.0,0.7571428571428571,0.0,0.17142857142857143,0.6142857142857143,0.04285714285714286,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=43; no-content=11; no-result-number=6; no-pass-run-here=6; result-numbers-unmatched=3,formed expectation will apply core passes and observe outcome reality will teach me
R2_B_seed1,R2,0288,0256,39,38,73,0.0,0.0,0.0,0.7671232876712328,0.0,0.3424657534246575,0.6438356164383562,0.0821917808219178,0.3424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=47; no-content=14; no-pass-run-here=9; no-result-number=3,formed expectation will apply core passes and observe outcome reality will teach me
R2_B_seed1,R2,0320,0288,30,27,53,0.0,0.0,0.0,0.5849056603773585,0.0,0.3018867924528302,0.5849056603773585,0.11320754716981132,0.41509433962264153,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=31; no-pass-run-here=10; no-content=9; result-numbers-unmatched=2; prediction-only=1,formed expectation will apply core passes and observe outcome reality will teach me
R2_B_seed1,R2,0352,0320,37,36,72,0.0,0.0,0.021739130434782608,0.36111111111111116,0.0,0.3611111111111111,0.5,0.125,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=36; no-pass-run-here=26; no-content=10,initial expectation high reduction <NUM> <NUM> based on past success will compare reality to this prediction
R2_B_seed1,R2,0384,0352,33,31,63,0.0,0.0,0.0,0.5396825396825398,0.0,0.38095238095238093,0.5873015873015873,0.14285714285714285,0.49206349206349204,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=37; no-pass-run-here=17; no-content=9,initial expectation high reduction <NUM> <NUM> based on past success will compare reality to this prediction
R2_B_seed1,R2,0416,0384,33,32,65,0.0,0.0,0.022727272727272728,0.32307692307692304,0.0,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.5230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,,,no-pass-run-here=35; practice-only=15; no-content=15,initial expectation high reduction <NUM> <NUM> based on past success will compare reality to this prediction
R2_B_seed1,R2,0448,0416,29,28,57,0.0,0.0,0.0,0.368421052631579,0.0,0.42105263157894735,0.24561403508771928,0.12280701754385964,0.6491228070175439,0.0,0.0,0.0,0.0,0.0,0.0,,,no-pass-run-here=28; practice-only=14; no-content=14; prediction-only=1,initial expectation high reduction <NUM> <NUM> based on past success will compare reality to this prediction formed belief core
R2_B_seed1,R2,0480,0448,30,30,56,0.0,0.0,0.023255813953488372,0.2321428571428571,0.0,0.375,0.17857142857142858,0.16071428571428573,0.5178571428571429,0.0,0.0,0.0,0.0,0.0,0.0,,,no-pass-run-here=36; practice-only=10; no-content=10,initial expectation high reduction <NUM> <NUM> based on past success will compare reality to this prediction
R2_B_seed1,R2,0512,0480,23,22,44,0.0,0.0,0.03125,0.2727272727272727,0.0,0.36363636363636365,0.045454545454545456,0.13636363636363635,0.7045454545454546,0.0,0.0,0.0,0.0,0.0,0.0,,,no-pass-run-here=29; no-content=11; practice-only=2; result-numbers-unmatched=1; prediction-only=1,initial expectation high reduction <NUM> <NUM> based on past success will compare reality to this prediction formed belief core passes
R2_B_seed1,R2,0544,0512,41,36,70,0.0,0.0,0.03389830508474576,0.15714285714285714,0.0,0.3,0.2571428571428571,0.07142857142857142,0.5285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,,,no-pass-run-here=35; practice-only=18; no-content=9; result-numbers-unmatched=8,initial expectation high reduction <NUM> based on past success will compare reality to this prediction formed belief core passes are highly effective across pro
R2_B_seed1,R2,0576,0544,34,32,64,0.0,0.015625,0.016666666666666666,0.0625,0.0,0.296875,0.484375,0.0625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=31; no-pass-run-here=25; result-numbers-unmatched=4; no-content=3; N-mismatch=1,initial expectation high reduction <NUM> based on past success will compare reality to this prediction formed belief core passes are h
R2_B_seed1,R2,0608,0576,34,32,64,0.0,0.0,0.06896551724137931,0.09375,0.0,0.265625,0.578125,0.078125,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=37; no-pass-run-here=20; no-content=4; result-numbers-unmatched=2; no-result-number=1,initial expectation high reduction <NUM> <NUM> from core passes will compare reality to this prediction reality will surprise me and i will learn from it
R2_B_seed1,R2,0640,0608,33,32,65,0.0,0.015384615384615385,0.0,0.03076923076923077,0.0,0.27692307692307694,0.7384615384615385,0.15384615384615385,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=48; no-pass-run-here=13; result-numbers-unmatched=2; N-mismatch=1; no-content=1,initial expectation high reduction <NUM> <NUM> from core passes will compare reality to this prediction reality will surprise me and i will learn from it
R2_B_seed1,R2,0672,0640,34,33,67,0.0,0.014925373134328358,0.030303030303030304,0.014925373134328401,0.0,0.29850746268656714,0.8955223880597015,0.1044776119402985,0.5074626865671642,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=60; no-pass-run-here=5; no-content=1; N-mismatch=1,initial expectation high reduction <NUM> <NUM> from core passes reality will surprise me and i will learn from it form a plan stick to it and be open to adaptat
R2_B_seed1,R2,0704,0672,37,35,69,0.0,0.014492753623188406,0.014705882352941176,0.01449275362318836,0.0,0.4057971014492754,0.9130434782608695,0.11594202898550725,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=63; no-pass-run-here=4; N-mismatch=1; no-content=1,initial expectation high reduction <NUM> <NUM> from core passes reality will surprise me and i will learn from it form a plan stick to it and be open to adaptat
R2_B_seed1,R2,0736,0704,35,30,61,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.9180327868852459,0.2786885245901639,0.6885245901639344,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=56; no-pass-run-here=5,initial expectation high reduction <NUM> <NUM> from core passes reality will surprise me and i will learn from it form a plan stick to it and be open to adaptat
R2_B_seed1,R2,0768,0736,31,29,58,0.0,0.0,0.017241379310344827,0.0,0.0,0.5862068965517241,0.8793103448275862,0.25862068965517243,0.6551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=51; no-pass-run-here=7,initial expectation high reduction <NUM> <NUM> from core passes reality will surprise me and i will learn from it form a plan stick to it and be open to adaptat
R2_B_seed1,R2,0800,0768,27,26,52,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.9615384615384616,0.36538461538461536,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=50; no-pass-run-here=2,initial expectation high reduction <NUM> <NUM> from core passes form plan stick to it and learn from reality reality will surprise me and i will learn from it
R2_B_seed1,R2,0832,0800,29,28,56,0.0,0.017857142857142856,0.0,0.0357142857142857,0.0,0.6607142857142857,0.9285714285714286,0.35714285714285715,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=52; no-pass-run-here=2; N-mismatch=1; result-numbers-unmatched=1,initial expectation high reduction <NUM> <NUM> from core passes form plan stick to it and learn from reality reality will surprise me and i will learn from it
R2_B_seed1,R2,0864,0832,32,30,60,0.0,0.016666666666666666,0.0,0.09999999999999998,0.0,0.48333333333333334,0.9666666666666667,0.26666666666666666,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=58; no-pass-run-here=1; N-mismatch=1,initial expectation high reduction <NUM> <NUM> from core passes form plan stick to it and learn from reality reality will surprise me and i will learn from it
R2_B_seed1,R2,0896,0864,19,18,36,0.0,0.027777777777777776,0.0,0.3055555555555556,0.0,0.3333333333333333,0.9444444444444444,0.19444444444444445,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=34; N-mismatch=1; result-numbers-unmatched=1,initial expectation high reduction <NUM> <NUM> from core passes form plan stick to it and learn from reality reality will surprise me and i will learn from it
R2_B_seed1,R2,0928,0896,24,24,48,0.0,0.020833333333333332,0.0,0.27083333333333337,0.0,0.2708333333333333,0.8958333333333334,0.0625,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=43; no-result-number=2; no-content=1; no-pass-run-here=1; N-mismatch=1,initial expectation core passes are highly effective accross programs will stick to them and observe outcome form a plan stick to core strategies and learn from
R2_B_seed1,R2,0960,0928,26,26,52,0.0,0.0,0.0,0.4807692307692307,0.0,0.34615384615384615,0.9230769230769231,0.07692307692307693,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=48; no-result-number=2; no-content=1; result-numbers-unmatched=1,initial expectation high reduction <NUM> <NUM> <NUM> <NUM> from core passes reality will surprise me and i will learn from it form a plan
R2_B_seed1,R2,0992,0960,21,21,42,0.0,0.0,0.0,0.6190476190476191,0.0,0.21428571428571427,0.8809523809523809,0.09523809523809523,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,,,practice-only=37; no-result-number=3; no-content=2,initial expectation core passes are highly effective accross programs form plan stick to core and learn from reality write down what i learn reality will surpri
R2_B_seed1,R2,1024,0992,27,26,52,0.0,0.0,0.0,0.6923076923076923,0.0,0.34615384615384615,0.9423076923076923,0.1346153846153846,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,928,0.0,practice-only=49; no-result-number=2; no-pass-run-here=1,initial programs <PASS> <PASS> <PASS> <PASS> <PASS> form expectation stick to core passes and learn from reality write down what i learn
R2_B_seed5,R2,0032,,113,35,24,0.0,0.041666666666666664,0.0,0.8333333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,no-content=16; no-result-number=4; no-pass-run-here=2; not-adjacent=1; N-mismatch=1,let s see if bringing local variables into registers and strengthening the ssa form helps reduce the instruction count if not we might need to try different pas
R2_B_seed5,R2,0064,0032,104,34,35,0.0,0.0,1.0,0.9714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,,,no-result-number=20; no-content=8; practice-only=5; no-pass-run-here=1; prediction-only=1,initial passes <PASS> <PASS> <PASS> <PASS>
R2_B_seed5,R2,0096,0064,40,13,28,0.0,0.03571428571428571,0.5,0.9285714285714286,0.0,0.2857142857142857,0.03571428571428571,0.07142857142857142,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.0,0.0,0.011494252873563218,0.011494252873563218,,,no-result-number=15; no-content=8; prediction-only=2; no-pass-run-here=1; practice-only=1,initial passes <PASS> <PASS> <PASS> <PASS> expect a significant reduction in instruction count
R2_B_seed5,R2,0128,0096,21,6,12,0.0,0.08333333333333333,1.0,0.9166666666666666,0.0,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.020202020202020204,0.020202020202020204,,,no-result-number=5; no-content=3; practice-only=3,building on the success of the initial passes i expect these to provide additional reductions in the instruction count the combination of these passes has shown
R2_B_seed5,R2,0160,0128,33,28,58,0.0,0.017241379310344827,0.5,0.9655172413793104,0.0,0.3620689655172414,0.25862068965517243,0.08620689655172414,0.46551724137931033,0.017241379310344827,0.017241379310344827,0.0,0.0,0.01910828025477707,0.01910828025477707,,,no-result-number=32; practice-only=15; prediction-only=7; no-content=2; no-pass-run-here=1,initial passes <PASS> <PASS> <PASS> <PASS> will observe the outcome and form a new expectation based on the result
R2_B_seed5,R2,0192,0160,40,35,71,0.0,0.0,0.0,0.9859154929577465,0.0,0.38028169014084506,0.2112676056338028,0.09859154929577464,0.4225352112676056,0.0,0.0,0.0,0.0,0.013157894736842105,0.013157894736842105,,,no-result-number=44; practice-only=15; prediction-only=10; no-content=1; result-numbers-unmatched=1,initial passes <PASS> <PASS> <PASS> <PASS> will observe the outcome and form a new prediction based on the result
R2_B_seed5,R2,0224,0192,37,35,71,0.0,0.0,,1.0,0.0,0.4647887323943662,0.16901408450704225,0.16901408450704225,0.5492957746478874,0.0,0.0,0.0,0.0,0.010033444816053512,0.010033444816053512,,,no-result-number=50; practice-only=12; prediction-only=9,initial passes <PASS> <PASS> <PASS> <PASS> will observe the outcome and form a new expectation based on the result
R2_B_seed5,R2,0256,0224,40,33,67,0.0,0.0,,1.0,0.0,0.6716417910447762,0.07462686567164178,0.1791044776119403,0.7014925373134329,0.0,0.0,0.0,0.0,0.00819672131147541,0.00819672131147541,,,no-result-number=55; prediction-only=6; practice-only=5; no-content=1,initial passes <PASS> <PASS> <PASS> <PASS> will observe the outcome and form a new expectation based on the result
R2_B_seed5,R2,0288,0256,38,31,62,0.0,0.0,,1.0,0.0,0.45161290322580644,0.03225806451612903,0.14516129032258066,0.5,0.0,0.0,0.0,0.0,0.007009345794392523,0.007009345794392523,,,no-result-number=53; prediction-only=7; practice-only=2,initial passes <PASS> <PASS> <PASS> <PASS> will observe outcome and form a new expectation based on the score open to adjusting based on the result
R2_B_seed5,R2,0320,0288,49,37,75,0.0,0.0,1.0,0.9866666666666667,0.02666666666666667,0.5733333333333334,0.0,0.17333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.005964214711729622,0.005964214711729622,,,no-result-number=64; prediction-only=10; not-adjacent=1,initial passes <PASS> <PASS> <PASS> <PASS> will observe the outcome and form a new expectation based on the score
R2_B_seed5,R2,0352,0320,46,34,69,0.0,0.0,0.0,0.9710144927536232,0.014492753623188406,0.2753623188405797,0.043478260869565216,0.10144927536231885,0.34782608695652173,0.0,0.0,0.0,0.0,0.005244755244755245,0.005244755244755245,,,no-result-number=48; prediction-only=14; practice-only=3; result-numbers-unmatched=2; no-content=2,initial passes <PASS> <PASS> <PASS> <PASS> will observe outcome and form a new expectation based on the score open to learning what i didn t predict
R2_B_seed5,R2,0384,0352,46,37,75,0.0,0.013333333333333334,0.125,0.8933333333333333,0.02666666666666667,0.4,0.0,0.10666666666666667,0.48,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0061823802163833074,0.0061823802163833074,,,no-result-number=46; prediction-only=21; result-numbers-unmatched=7,initial passes <PASS> <PASS> <PASS> <PASS> will observe outcome and form a new expectation based on the score open to learning what i didn t predict
