row_id,generated_text_tokens,eligible_for_semantic_review,semantic_status,admitted,raw_sha256,capture_sha256
FULL_TARGET/1/1/3,108,False,FAIL_NECESSARY_CONDITIONS,False,d4b9c43b2fbbeb63dfb8f21e4188e0b3d35cb0cb30a706c4cd11691f345ba2f1,531a93e711369601bb09d8c85a3a55a2607c69b292c6f4ee9b36239e88630bb1
FULL_TARGET/1/1/4,123,False,FAIL_NECESSARY_CONDITIONS,False,28f7939ce846e15eb800fdaa9cfb1850785b7fc0bfb9e4c7077f6fc648231d81,17864a4e2873f142ada2fb21f2ede5f9f20b1374b0c99f7a836a06d5eed34a10
FULL_TARGET/1/1/5,95,False,FAIL_NECESSARY_CONDITIONS,False,01b934ea06a84e7fa1d4052dfd37a7d5d66ee505fe8263dddf42fc92bafc1189,48fcf4ce743fbcbd08ea5a2409cfc5222c1ceb84f8ef0a2709b7d4ef466bb0f5
FULL_TARGET/2/0/0,36,False,FAIL_NECESSARY_CONDITIONS,False,172d9a3b3a2efd4c6734984e1ff78f4fa5b4a410e58b6c265eb9715817e64bb8,a57cf600625facf53aca65c798849d8aa239c4d034c202ad2207639f58ec0395
FULL_TARGET/2/0/1,112,False,FAIL_NECESSARY_CONDITIONS,False,cb92e221823e88af7e602f5459bc5cc398437d2efceb2dd77eb0065b2ed7763a,4e986d1fd74b3de79c443761b16113ebc6b911f8af8057b2f3eb7b98aeb92109
FULL_TARGET/2/0/2,91,False,FAIL_NECESSARY_CONDITIONS,False,f245118ddd49a699c54323dd89712352ff183a669139813fb90dd56c8d1a6c84,7e77963346be6276303be4ef090ab0b336853b2dede06424dc47631f31622eab
FULL_TARGET/2/0/3,116,False,FAIL_NECESSARY_CONDITIONS,False,aeddec93a6ad54adb1b16de164f321328ef9b7f42929f138b5d3bcfd6147e790,96a3d130d3ea664384ef983bbaa2f59bb51c57de112545b4fcd7ab409fc03aba
FULL_TARGET/2/1/0,36,False,FAIL_NECESSARY_CONDITIONS,False,172d9a3b3a2efd4c6734984e1ff78f4fa5b4a410e58b6c265eb9715817e64bb8,eab4b15dd268bc15fd5d63da8a94cfc3462c19e1ae2c45775974710cf15d438f
FULL_TARGET/2/1/1,74,False,FAIL_NECESSARY_CONDITIONS,False,750df8dbb328ddc599cdcc0ed9f19022787f78756f601f9f3179e4248cba18f3,32cf9e52ff33ac58b286bf150556a3011a9067308256eaae03d2db837b87bcf6
FULL_TARGET/2/1/2,93,False,FAIL_NECESSARY_CONDITIONS,False,891b88139db5433ca695b78e5a73d3dde7ba21652a33317502e5c3dfb4fa967c,76fea3882b324964d878e735e563b3128eeda37ced3834c736ec19d5f4983c53
FULL_TARGET/2/1/3,104,False,FAIL_NECESSARY_CONDITIONS,False,5d8d2351d02ebea9ef0fe5fb75a7bda3b4444e9387f7884d8fe69b415f753842,29ae8fea6baf19e92268f3a06bcfc0c719e3da8eac7b721321116de5f8f35959
FULL_TARGET/2/1/4,104,False,FAIL_NECESSARY_CONDITIONS,False,29c715ff738d0946e496efd440d209c382bc898146fc7de7e29265191e32f223,fe29b3be280ec705b7831335c140a0c43954c124ffe5b9108929a0fbafeead71
FULL_TARGET/2/1/5,81,False,FAIL_NECESSARY_CONDITIONS,False,2a7e52ef3c450ba24158d7bd98e4043d4bf7fda95343022edae444daf244b799,fa6bd170a21874c370a0f2fe19e2467b311a096fb91ab2024fe45ce05db3bcbb
FULL_TARGET/3/0/0,43,False,FAIL_NECESSARY_CONDITIONS,False,37e05dcd81ffccc57ab58db3c5624414ce0fea6b2addc495081fdb1950905fa2,657ee8c7483e01d1b4f359c47bc1c99cb816a397a564d82162c37e3ad80807f5
FULL_TARGET/3/0/1,82,False,FAIL_NECESSARY_CONDITIONS,False,29c08543372bbc1955d59860338c65ab0519ec96a002004719e30c3c0d5da8a3,6f277d7b8e9d7e138a0876f80b7df303418f8e96a82ca7b7f205848336b159b2
FULL_TARGET/3/0/2,54,False,FAIL_NECESSARY_CONDITIONS,False,22e1f745ed1b5cbce5e1bf8d65ee3463158bd48f2d692ee1e319665d8cbe4655,da048a7db4dfeadd260689df99fbed998e6c152923a7e42e73c16bb3f81d9cf4
FULL_TARGET/3/0/3,54,False,FAIL_NECESSARY_CONDITIONS,False,9450d85079cdf12e80236bbb67e03873fa4972a170ef250fe8666c54ba695210,63be18d415c39d193b22ea89f103bb5f8b38951fae147629bb16abf40ee04c60
FULL_TARGET/3/0/4,56,False,FAIL_NECESSARY_CONDITIONS,False,b3998413266c79712e4b1224cc4b144df98be14d49762d254ef6664bcf3a9f74,fd29a022b78637b1dbeede662dca4c041fa7a7c1e43156506003b3df886ae882
FULL_TARGET/3/0/5,86,False,FAIL_NECESSARY_CONDITIONS,False,d35008e2342a5c0426c62f51cc14e59c256dabbc34a325d398e9b030a6139e32,9843601335a42735c6bf2ddc982dcbcb45ce72bbfad898395edbe3b0b45ee951
FULL_TARGET/3/1/0,35,False,FAIL_NECESSARY_CONDITIONS,False,2bc35455967488eac743e7a2808f014f6a6fa188519048fd213359359704d052,23d84ef6ceb5bf20a8cf562c0376cf0f4e0e940bc65a5cfa4f2dbd3541a8ce09
FULL_TARGET/3/1/1,117,False,FAIL_NECESSARY_CONDITIONS,False,e609590fa6ce5497f7bb05e39611313f322bc6f21595e72650051e5093d3759c,704b545fecc47b15714f2f0683052279ca92467763d9199de3e2fdc59cda7668
FULL_TARGET/3/1/2,156,True,PASS,True,64721476d553beb62bf7b3dba26065c28b13dd249f40ece516691c70e3b9079c,66600e110ea5b510c679c987bcf65e2db807aa4ae850f456e981cb7033f07662
FULL_TARGET/3/1/3,109,False,FAIL_NECESSARY_CONDITIONS,False,dd02983ba9330ffdfb4bccd81df0e724a9102fecdaec2a6e84ed63b60805e9db,05a205c8e39719fdeee980bf480aa927ae15a3e65cf862e8d2331dbc7f598e5c
FULL_TARGET/3/1/4,144,False,FAIL_NECESSARY_CONDITIONS,False,f05af3983099b46734f42eec113458a6affb9eff14e68d5aaf4e1b56b49fcdc3,3ee0baecffd9ea23d552a0b9c116355f3f87fa9476f295091e6083fc2d6c95f9
FULL_TARGET/3/1/5,157,True,PASS,True,e050f0d190ef29717f2d033e50196b86d6a5054da022f71a8ce763399c344dfe,7629376b9935323f4f41c972cfc3d3cfb94c5baaa2e7e093accb024d76a79240
FULL_TARGET/4/0/0,36,False,FAIL_NECESSARY_CONDITIONS,False,9063c98c065809c3a61e1f0d730a03f8c4a8d5e572ec4b718df069cd096915a1,5aeb10ceddbedd83fba09e8655bb44278690b75ab84cd4dda844801819ce7191
FULL_TARGET/4/0/1,109,False,FAIL_NECESSARY_CONDITIONS,False,3ddb293ccfe87e9bc9b7ae90f97180aac09d9b902a0afe00b1f8e4b85014cadf,461c43871a1985544700ef77c6ec1a7cad472cb788844a6ff64d3362d2cb472c
FULL_TARGET/4/0/2,116,False,FAIL_NECESSARY_CONDITIONS,False,3079f627c9e552bab4460e4b5be8f1ac15d3e2ae99026baefcc3b89c62d7a897,a9407ea553fa2624463778d1e50a2a26c0b15648eb13d2ae5ed6bf87c14ed33a
FULL_TARGET/4/0/3,135,False,FAIL_NECESSARY_CONDITIONS,False,e0e3ed1309f9e44f4c3e86253caa3a0823a06c056c70bff4c14cd3b9600468b1,b987ef49e5932dc31510678a3b4c5f50b2c454bab7fc585eb16b16bc0ad2e47d
FULL_TARGET/4/1/0,38,False,FAIL_NECESSARY_CONDITIONS,False,756e2d66a82619da38df8b64d55f349ba43ec6f3f1c9a5c1a67908a312159477,43baac09c3880b6f2e04f810d005998c8f6b1dce90333edd015338fb3545a190
FULL_TARGET/4/1/1,130,False,FAIL_NECESSARY_CONDITIONS,False,57c0e43dce0ca5e8d19803e1cc2a0c34a9a645218225a7790315c2933115e183,2794deb8f7b8b5411ebf7787265189a8ab59786dc36742de312bb12e646b49d9
FULL_TARGET/4/1/2,129,False,FAIL_NECESSARY_CONDITIONS,False,d16d588f28add751bf0b72aed62def76058e070651e86b823548780caf4eefc4,d3a984d85c5db4e911b24704e029c9c6b67322001e653063f84cedf94e2fe373
FULL_TARGET/4/1/3,137,False,FAIL_NECESSARY_CONDITIONS,False,d4529b14feaab609e407943085d9439fd9d44faadbb15497212fe2de37e87bf6,c644395d1a924a2232e39f116b5e70389e47cb2d878888213196ff4bb1a2ac10
FULL_TARGET/4/1/4,130,False,FAIL_NECESSARY_CONDITIONS,False,a197fc1b47ec2e814654fb953559aaa4707f6bd0e79f894a6e6e33ac4da5b308,dfbe98c8b827073b4516443c5bc5d4dd29af47523257e095f3b7d41a5a061a52
FULL_TARGET/5/0/0,37,False,FAIL_NECESSARY_CONDITIONS,False,6a36b77a387f7b4ed51b0d2526960ddb62455b380eb0f443f0ec1985b13124a4,5f352adcff07aac941e25859c1dda1aece294b1ce897f4f5a8c2812f5118aa3e
FULL_TARGET/5/0/1,135,False,FAIL_NECESSARY_CONDITIONS,False,33487fc8e6d867eaa5270076a734c3ff9e678b609cc503699df95ca4d5a87ee3,1f188afaffb4c7662c0bfba6c28d6f45a4762aee3a90c0af08e3fc60794015cc
FULL_TARGET/5/0/2,126,False,FAIL_NECESSARY_CONDITIONS,False,0f2ad5c46f09208f15c6e0973751e648fcf7e7df4902d98254105ad2a1de5094,cd2c83338262ace655a2500d0ba3567281cf206af773f0181a8a9d64b5ef6324
FULL_TARGET/5/0/3,133,False,FAIL_NECESSARY_CONDITIONS,False,bf63da43a2fdfc1b7a6eb2abfa70e206b5342366c1ebf4242ca698d60d7f9231,821ae3b358976debfddb3c6ad1b42b2f46c82eca938359f562c82dfc7b69d008
FULL_TARGET/5/0/4,140,False,FAIL_NECESSARY_CONDITIONS,False,ad464627dbf47aba7f492310534b033297ac229df1b31593c568dce3669a5aaf,bdd0dd5d297ae2d2a67b9bead2329baeafc0b885cd320b5326c534c6872ef108
FULL_TARGET/5/0/5,106,False,FAIL_NECESSARY_CONDITIONS,False,beee1c29019dbd045f6e49ab4b4aa0dd855a3c803229c9adb64aeb013b1766a7,65b334d49f4007a70f83548470744f675236be8b2d9a6339a536705c552faf4a
FULL_TARGET/5/1/0,37,False,FAIL_NECESSARY_CONDITIONS,False,6a36b77a387f7b4ed51b0d2526960ddb62455b380eb0f443f0ec1985b13124a4,a23ebf8b0b0720d2c5f2ebd3e409db193c33793b0c3c7df451b10bc85d3120ef
FULL_TARGET/5/1/1,124,False,FAIL_NECESSARY_CONDITIONS,False,b5489e6598caa900c8499dfc249acc5f671c2592351fb1f4df40096a7d443325,d102cd4db881ab4c6709b1bfa7d5536f122e120b7d506e4c9f3ff2ae3238ce15
FULL_TARGET/5/1/2,144,False,FAIL_NECESSARY_CONDITIONS,False,b39dbcaa69229ff6a94c64388367347abf9c6e6017332ff7ef9aedb8b670fa91,0b8b1346d7976e955a067c4f0be6ef75ce92b9e4208fc808b1fb67dfd89f8903
FULL_TARGET/6/0/0,35,False,FAIL_NECESSARY_CONDITIONS,False,6c3124847165c6493df85db9083cca7ebb979dedbe8ad2df1a8058d853837dd3,2972babf56ac0ebc65456e9416b0af8cb944fa7741e791641248c3903bca324d
FULL_TARGET/6/0/1,105,False,FAIL_NECESSARY_CONDITIONS,False,41ba2760c4465883d9f7b6b24fd1bf4ad6ece0e086f70c28b44666d3e02d542d,d8bff29f8d456f5714b7dcb635a4b052bfb1777c8e1d5f41e3f8495c5866c3b3
FULL_TARGET/6/0/2,113,False,FAIL_NECESSARY_CONDITIONS,False,dda92314c1e2526e77dc7f6611053b9da70a6b7f8c941b19f3cb5145a9b8c4bf,3b6abee18a4b9214ae078b4968a1596756dd881e79d39a42053bf830cdfcedd2
FULL_TARGET/6/1/0,32,False,FAIL_NECESSARY_CONDITIONS,False,aa23ef8e6765e8cb71f9a1a8e1bd62e8f03e3a36e1d6cf2e9cefcca265e99bd8,60f8cad82f307112d62d5dbca2aa454d21f235c577aed6c3f4e694b6640b4f9e
FULL_TARGET/6/1/1,121,False,FAIL_NECESSARY_CONDITIONS,False,72e66ae1cc42f9be6c1e96d480f23c0bd527bdbcad23829fd0f8a15d925fb7c9,db5f401018b60bb25f597435d18b6da353b8b69cef6c22c93483b48e650076db
FULL_TARGET/6/1/2,91,False,FAIL_NECESSARY_CONDITIONS,False,90f762e714b1fcbdff94fa99debe29867e5fe70fa9bb0c678fd67698ab413057,5f5e060703f10e1ada2b4751aa985c9230fce5188b7a8a58371723c8e1c4fe23
FULL_TARGET/6/1/3,115,False,FAIL_NECESSARY_CONDITIONS,False,ee7849d2fab9deeb54c63156681a9114ab27af5ee0ea4ab17f6dbcb079df08c7,955d7a6e54391bfd24790dba49d03348b851fa4dfb8ffa5f0af242fac3db336c
FULL_TARGET/6/1/4,117,False,FAIL_NECESSARY_CONDITIONS,False,0d9f57d65cfa0b6ce3b7c8bd03a83d2468975dd76fe31c959662e36201caf18a,79e00058613b3e62fd72dba02e4da425c8bb0132c04df5e7daaef9d7fe634f42
FULL_TARGET/6/1/5,127,False,FAIL_NECESSARY_CONDITIONS,False,a5a67792333c85b056e859273b61416fa00c734b94aa0694fab67bb530b5c25f,5522558be80b48e2cf184d8205c666673a7b780a2f2d13b21ba1e118c72f5ee6
FULL_TARGET/7/0/0,45,False,FAIL_NECESSARY_CONDITIONS,False,27c8c01c7b2745add705ab2818961a49a6505f82cced6ae4ab6855e195ff7b31,8cc74af46b0f2ec6d578754061bd206dc6a10926a04e6dc39b22e61151800d4b
FULL_TARGET/7/0/1,130,False,FAIL_NECESSARY_CONDITIONS,False,84c5564d73bf54c4dab2008d24f430109f2027913c2d48ca351a6041209e83b4,50c95e8c7d5673cea4308be66e76fcdde81dcd7b2ff8301971f379c332725320
FULL_TARGET/7/0/2,119,False,FAIL_NECESSARY_CONDITIONS,False,e1cc4154c74a6ea4def41de999f4a1f3e574ad5f8ce1056455752439277c147d,5fcfa232d013df2ed318a8e3bd5488135183ae54b9d1c0366b50b62b99995b9a
FULL_TARGET/7/0/3,125,False,FAIL_NECESSARY_CONDITIONS,False,498b0cd08e705a9b1a63af2f04ec9128aac8f6727a8ee3627612079254e35271,1c235c9d453bb94d2f65ac2af9cbad5eea8b16d703d4a0722174d77c13721068
FULL_TARGET/7/0/4,137,False,FAIL_NECESSARY_CONDITIONS,False,524670910213c23b8962cbb8f1188ec0b5d43cba99aed0914edea47644528b21,6269d4325a423208d95d3000ed6469a6dac2581ce2fe439736404a31579b587c
FULL_TARGET/7/0/5,99,False,FAIL_NECESSARY_CONDITIONS,False,22a2a3899be2446fff200bce4e667ec1229cc5129800e844ef5b3b8eba8d13be,87e472e8ca5f72296baf4a05fd0cd4248608abb18024bddf6c35d3b6b5295787
FULL_TARGET/7/1/0,45,False,FAIL_NECESSARY_CONDITIONS,False,27c8c01c7b2745add705ab2818961a49a6505f82cced6ae4ab6855e195ff7b31,b2ef7954a05a024f5290e03ed0f3be353090f54f7dc8b165c8ce3630d9817efb
FULL_TARGET/7/1/1,134,False,FAIL_NECESSARY_CONDITIONS,False,4f8011da0c02c03162400e15700ef7009250153fae4926889a3604a4ca387487,6469279a0a4601bdaccb63f6df519ee48e56401062c20eba65e22ad8836f2b56
FULL_TARGET/7/1/2,126,False,FAIL_NECESSARY_CONDITIONS,False,bd459cd01e6098998d2d774fc4d12ff55bd98326e4da41f155d160668b05fcf5,99d02d1a323dd5c08efff9b56921dfc57ceaeb92e34de090df5ae4c8eecca620
FULL_TARGET/7/1/3,133,False,FAIL_NECESSARY_CONDITIONS,False,d3fcb9a71b041ad2d078268bac9a342c2c8b52ad9f9d4941163ed700b0c74e58,66f883b9a5bb7e80435458e97143d6294d939ecbeb5fa54d603f378eb7ca4817
FULL_TARGET/7/1/4,151,True,PASS,True,da64a10b5d62f1c56dc2b98a0f782f572541b1bbd6e51bf3a19a8994ebe41403,a325e5c2e50f89dbdfe0adf1435320cc935eb9040dd530532e0f607cf85dcdad
FULL_TARGET/7/1/5,118,False,FAIL_NECESSARY_CONDITIONS,False,49ed795935bae32f91506ac9181f9ddc8d0a6e960bbaf1973954bbf192e756e2,e36fc7ae759367def7d3873eb16bfa123b932f59b1713f502077c69ea276a305
NEW_TRAJECTORY_LOSS_OFF/0/0/0,161,False,FAIL_NECESSARY_CONDITIONS,False,15976b7e7fa0be927616613f856acd7006a1ff86a9c4b83e5262e6d8b98e86b5,0a079b809de6238a68619dcf934b6df8e893ba2e77c3d8b97bbf3a2a6d0c3d21
NEW_TRAJECTORY_LOSS_OFF/0/0/1,237,False,FAIL_NECESSARY_CONDITIONS,False,f16851c756e2582e678c323c3c29475d81ac4bd207cc7673c61cc3e9587a3d25,4e283d31baf6fcdfd083e04ae80c3f7e59cf16ecfe98116e66fa0468dcdbfed4
NEW_TRAJECTORY_LOSS_OFF/0/1/0,165,False,FAIL_NECESSARY_CONDITIONS,False,30dff5e821f784ba99865dfa267e8420299f85fe8e28419c703a746243522a72,23c303eba2e58aa2a735805e780bb930d882dccdae042109a4f70fac0b07222e
NEW_TRAJECTORY_LOSS_OFF/1/0/0,149,False,FAIL_NECESSARY_CONDITIONS,False,3929e04425eab715b3ebe63eb1bf12f81247c315931b2e0154e29309c5c1cc3e,c4379520f0b2cf153486686f8889bf1c54119816e487193adc5548caf022b368
NEW_TRAJECTORY_LOSS_OFF/1/0/1,153,False,FAIL_NECESSARY_CONDITIONS,False,8aece1d3dacdf2d4622ded5f21dc0f5778bcf2e77cf88dd9384c3e641d25aae2,9e95957bc6b293ee62b8a9e4fe2b47f5588671c3476240e788b34605f31adb52
NEW_TRAJECTORY_LOSS_OFF/1/1/0,333,False,FAIL_NECESSARY_CONDITIONS,False,45f450bf303c2db2bc89bd7fb96e6179ff63f444012b2ec9aa363a271d8bc642,c0fcdcaf683a3b04b5b51773f33a4a53afe0a89cf7e2285ba2a091b9e84a1ca3
NEW_TRAJECTORY_LOSS_OFF/1/1/1,364,False,FAIL_NECESSARY_CONDITIONS,False,ccd65ac9f4fd60e65f311670dfe80fd8b31454763a9d7fafbc79929e41291e9e,17d7f231785802859dcca4d533b10fe0b2da05aca13a7bfc6fa72292c712d5cb
NEW_TRAJECTORY_LOSS_OFF/2/0/0,450,False,FAIL_NECESSARY_CONDITIONS,False,4f15db391e914738cc68d87f7675cb0761da05aa65ab055f01d9724744e02b4a,e93df24b65c4388874e9844029a06825f11e0c55f396ba4843d52230049453d0
NEW_TRAJECTORY_LOSS_OFF/2/0/1,512,False,FAIL_NECESSARY_CONDITIONS,False,50a2198e66a4fedbe9255bf0008ae40ace165dbf9386e1bd8cf1f24bf0d60a8b,d2c1ebfdae2824bb460ce0a50f0258722e4eba4f5bad157c3935156efb9980d8
NEW_TRAJECTORY_LOSS_OFF/2/1/0,512,False,FAIL_NECESSARY_CONDITIONS,False,188a8f141db6b6daf85854758fa575239bb08a6ab604ceb139bb3c9ade468ba7,f03f4202ddbad32c1e872178af2479bf0aa97e83c0a1b6015bc47a991e36c670
NEW_TRAJECTORY_LOSS_OFF/3/0/0,96,False,FAIL_NECESSARY_CONDITIONS,False,413882a2a64cfa8623af141e09db94bff5ec287bc95df2872ea37094a3b148a4,8c9fcc6528f015b6dc1d83fd6a0efad7da18c7161d2a99b84646f7834c8b219a
NEW_TRAJECTORY_LOSS_OFF/3/0/1,129,False,FAIL_NECESSARY_CONDITIONS,False,5b3d4d4698985c271e7a79f1a01e6d63f1d75658f6f18d3dfd2cd10cba854cd3,0c5482f1f611f1dc8075a2da5eb7f1e19d5e298037b55639abae51a8c8af040f
NEW_TRAJECTORY_LOSS_OFF/3/0/2,149,False,FAIL_NECESSARY_CONDITIONS,False,674adc42b079577febfe99845a05dbfa4661d308ab196eea6e4d23b16135975c,5d2a91193d0f7cb4fddc0136440bdb62592e23616b277d4f35661ec0ca3454cd
NEW_TRAJECTORY_LOSS_OFF/3/0/3,104,False,FAIL_NECESSARY_CONDITIONS,False,c3e031188ee45ed9888b88992a7164ddf7591845456b4dabba684d0fd60f3562,5f1fcdd77899c0d50bd7203094acaf05ad3525bfcf3e34629ddf1793dda705f4
NEW_TRAJECTORY_LOSS_OFF/3/0/4,163,False,FAIL_NECESSARY_CONDITIONS,False,9369b9e0b0407466bbc765017ef1aa6bd30f709675802412949b6a7730dfb8be,f6e140a41d231fc007632103d1fa320bc8b9a16282cf2d03b4e87bc06d6df064
NEW_TRAJECTORY_LOSS_OFF/3/1/0,494,False,FAIL_NECESSARY_CONDITIONS,False,3ea581a6bb9f87c7317f1c111bed52921184f36d78641dc2f20ea71d2546600f,5b5f0f003c9fea80e2e0bb2f56de0781ca7b0fc7e06081fbfa992c970bacdc87
NEW_TRAJECTORY_LOSS_OFF/4/0/0,283,False,FAIL_NECESSARY_CONDITIONS,False,9160a2fa98c629a308d17d82cf4c1ae254ff5ab2eceab9f6f70b631e8cdcc1de,813a0459c5f1fed827c73c3bc264b3d0d0af48da8bb8fda739c663bb93390e66
NEW_TRAJECTORY_LOSS_OFF/4/0/1,322,False,FAIL_NECESSARY_CONDITIONS,False,321963af454282fdaa2cdae688133a1453a6819fee10dfafccbcd003df6e9bce,3f8d25b6fba18f88e6ce193a820fbd6908ae3ed3f38cb4fefb94c603bbdf2dcd
NEW_TRAJECTORY_LOSS_OFF/4/1/0,263,False,FAIL_NECESSARY_CONDITIONS,False,2554dc292bdd08d4a66a9f28b373af45307e0eb1a13d06f8472382f876d0dd19,a22a807c12b2bb3731be4db79441142c3e251a6a0b9b0902184797c2702e5fd0
NEW_TRAJECTORY_LOSS_OFF/4/1/1,316,False,FAIL_NECESSARY_CONDITIONS,False,fad063c1d78e34749c6cc175066439a3bafdb01a86eb24198cb37123b7b3d4cf,6f7af3af9ead23a6ae25b1add8c5c6a0fe695d21a438e7ea8b29be7efe97c752
NEW_TRAJECTORY_LOSS_OFF/5/0/0,93,False,FAIL_NECESSARY_CONDITIONS,False,bdc25dad94e1f409ee760057bf36b14ffe12a49405de1ebac2cca6572c3b3663,810273bb6c0f9fd173f885c181fc11ffabde4a3ede3b4d52ecf3757b9a7181b3
NEW_TRAJECTORY_LOSS_OFF/5/0/1,128,False,FAIL_NECESSARY_CONDITIONS,False,237352b9cb89edbf99529bd08085f17e0b8f50d528e97463f24af5e116e3a047,881868267e63ad1d82f4d6ae0519956f549dc620ebab5ed0c3c80c79a349442c
NEW_TRAJECTORY_LOSS_OFF/5/0/2,137,False,FAIL_NECESSARY_CONDITIONS,False,b36c9e1f07d538ba9c4071af2a6042e0ccdbc3113fa9db5e59057e85a9e02bea,1e4b2f1cacb7a7dfa39292eb4a5276fe196e027bea243780c0abb58bffa3166d
NEW_TRAJECTORY_LOSS_OFF/5/0/3,139,False,FAIL_NECESSARY_CONDITIONS,False,b181db011ce857f628ec3397f0aaf823a4f3924ae27df188506517df0adba2cc,e29d2a64521ae01fff9f9fb55aefdc814a8c547790ba9902eed7c91e89c5f518
NEW_TRAJECTORY_LOSS_OFF/5/0/4,153,True,FAIL_SEMANTIC,False,2b9d87cee8d8c6470921065c782af4fb482e3e86b69cde244041da4e54b8798c,1ecdfa04ac1fee1b1dcc457ed8a467382b4a058cae945b5f7abcd2fdee126212
NEW_TRAJECTORY_LOSS_OFF/5/0/5,118,False,FAIL_NECESSARY_CONDITIONS,False,2c320fb51c30f6b44a7f9544ec06b7193b48b51e9a8a70c573dabb51f330767b,ba09417da670b76302c06d0525b69da7f423dc0bfb8612088387918071b4c556
NEW_TRAJECTORY_LOSS_OFF/5/1/0,94,False,FAIL_NECESSARY_CONDITIONS,False,54c917f40cee4b0637b54c548e9cf684c388b06cc283d1d19bda5a07b92d1e7f,0c5350661bbe2a259ebddfd506b1ebdd9544f46906ba26938d7640912542788b
NEW_TRAJECTORY_LOSS_OFF/5/1/1,119,False,FAIL_NECESSARY_CONDITIONS,False,1d4390e8dacd57254190ed8c2b502c078010912b26f556e98ae0e7a4c9d91dcd,e0a9dd2330b5b3487aadf63f9eed638989909b8a667fa34f9284829f79406ba2
NEW_TRAJECTORY_LOSS_OFF/5/1/2,156,True,FAIL_SEMANTIC,False,97560d7e448ec8b514f23a56b241945a5f8b6e3f45aa48c9ab782c2b04164c35,3ce1f7dd962f7d4ca9477956140e1f4147f63698c8a4b23d17509ba93e621d2a
NEW_TRAJECTORY_LOSS_OFF/5/1/3,160,True,FAIL_SEMANTIC,False,3625a549bd6c67bdaa981454ed655eca80994f7478ced4daf13f1cc6194554a0,243e38edbf20504e108dc503a36912f1f97a1df22c150ae73a5f445dd7c6826a
